model,model_nickname,template,persona,persona_category,baseline_type,direction,token_decoded,baseline_rank,persona_rank,rank_diff
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down, adventurers,23943.5,113352.0,89408.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down, monks,23078.0,108204.5,85126.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down, neuroscience,22208.0,106322.5,84114.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down, attempt,35401.5,119366.5,83965.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down, magazines,25941.5,109236.0,83294.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down,pps,20070.0,103231.0,83161.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down,agents,22782.0,105024.5,82242.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,neutral,down,(fil,15845.5,97863.0,82017.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, conservation,126176.0,4200.0,-121976.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, Conservation,121172.0,3473.5,-117698.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, conservative,117926.0,514.5,-117411.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, Conservative,117823.5,481.5,-117342.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, cons,123763.5,9447.5,-114316.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, conserv,111358.5,1189.5,-110169.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, Cons,112018.5,2611.5,-109407.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, Kons,113303.5,7997.0,-105306.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, Conserv,105481.0,514.5,-104966.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,up, please,109940.0,6887.5,-103052.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, attempt,23214.0,119366.5,96152.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, neuroscience,13467.0,106322.5,92855.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, astronauts,21462.0,112720.5,91258.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down,造,24093.0,113573.0,89480.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, adventurers,25007.5,113352.0,88344.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down,pps,16106.0,103231.0,87125.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, monks,21166.5,108204.5,87038.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, Putting,18504.5,104464.5,85960.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, answer,28978.0,114681.0,85703.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_people_think,a conservative,political,control,down, guess,8643.5,94084.0,85440.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up, attitudes,127274.0,565.5,-126708.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up, sentiments,126972.5,1514.5,-125458.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up,τεύ,127786.5,2525.5,-125261.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up,kop,127216.5,2113.0,-125103.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up, conservative,127274.0,2330.0,-124944.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up,imeters,126505.5,2065.5,-124440.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up,OUND,126673.0,2662.0,-124011.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up,śnie,127274.0,3308.0,-123966.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up, perceptions,124679.5,725.0,-123954.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,up, expressing,126590.5,2662.0,-123928.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, Star,877.5,128148.0,127270.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down," """,981.5,127616.0,126634.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, nothing,867.5,127116.0,126248.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, ann,753.5,126234.0,125480.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, Ignore,1890.5,127322.5,125432.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, S,2616.5,128035.0,125418.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, Unt,1826.0,127202.0,125376.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, H,3015.5,128031.5,125016.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, Eug,1999.5,126722.5,124723.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,neutral,down, starving,1003.0,125507.0,124504.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up, In,122022.0,6121.0,-115901.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up, Conserv,115938.5,2889.5,-113049.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up, Political,122119.0,9203.5,-112915.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up,LECTION,122558.0,14178.5,-108379.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up, political,126376.5,18563.0,-107813.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up,political,113739.0,6688.0,-107051.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up,jian,121208.5,15235.5,-105973.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up,isk,111350.5,6496.0,-104854.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up,opol,108984.5,4322.0,-104662.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,up, Conservation,114165.0,10647.0,-103518.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, while,3783.0,119150.5,115367.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, Life,13921.5,120228.0,106306.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, everything,14478.5,117924.5,103446.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, Wo,16954.0,120331.0,103377.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, beaut,15073.5,116956.0,101882.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, Exist,10376.0,111854.0,101478.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, life,24720.0,126116.0,101396.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, losing,9047.0,109053.0,100006.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, ESA,21411.5,120331.0,98919.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,worst_self_id,a conservative,political,control,down, existence,23445.5,122273.5,98828.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, as,126514.5,130.5,-126384.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, Happy,127434.0,4723.0,-122711.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, political,124739.0,4595.5,-120143.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, happy,120787.0,898.5,-119888.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, Political,123453.0,3791.0,-119662.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, based,124059.5,6361.0,-117698.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, Fol,119416.5,2205.0,-117211.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up,endors,122894.5,7108.0,-115786.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up,asl,120999.0,5570.0,-115429.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,up, comprom,120854.5,7542.0,-113312.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down, def,1699.5,127312.0,125612.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down," """,8452.0,128242.0,119790.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down,ugging,7338.5,124045.0,116706.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down, life,10846.5,124627.5,113781.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down,hausen,11160.0,124720.0,113560.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down,_mean,4997.0,118537.5,113540.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down, Def,172.5,113243.5,113071.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down," "".",12159.5,125105.0,112945.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down,"""Yeah",10280.0,123198.5,112918.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,neutral,down,(def,1746.0,114116.5,112370.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up, Happy,123592.0,4723.0,-118869.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up, political,122889.5,4595.5,-118294.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up,-election,124871.0,11595.0,-113276.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up,ndon,119922.5,6924.0,-112998.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up, Political,115849.5,3791.0,-112058.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up, electoral,122587.0,10962.0,-111625.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up, Republican,123978.0,13345.0,-110633.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up,leground,117946.5,8685.5,-109261.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up,election,123206.5,14539.0,-108667.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,up, Democratic,117151.5,8685.5,-108466.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down,(Auth,4901.5,121089.0,116187.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down, life,9593.0,124627.5,115034.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down, Life,7286.5,122137.0,114850.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down,_mean,4175.5,118537.5,114362.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down, monks,4406.5,116799.5,112393.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down, Def,1403.5,113243.5,111840.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down, Meaning,9341.5,120740.0,111398.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down, def,16085.5,127312.0,111226.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down, Exist,7286.5,117879.0,110592.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id,a Democrat,political,control,down,phet,5558.0,115607.0,110049.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, as,122682.0,206.0,-122476.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, demonstrations,124893.5,5642.0,-119251.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, Dem,123447.5,5819.5,-117628.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, hos,123702.0,7328.0,-116374.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up,legate,123720.0,8290.0,-115430.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, Demon,125488.0,10264.0,-115224.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, representation,127609.0,12614.0,-114995.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, coalition,118587.0,3637.5,-114949.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up, label,118567.5,5005.0,-113562.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,up,assed,116294.5,2838.0,-113456.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down,hti,7039.0,124961.5,117922.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down, telling,9858.5,126446.0,116587.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down, Technology,5681.5,122128.0,116446.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down, revealing,3912.5,118039.0,114126.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down,raphic,8016.0,121721.5,113705.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down,到,6469.5,120104.0,113634.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down, altitude,14422.0,127318.5,112896.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down, discipl,12249.5,123951.5,111702.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down,start,2905.0,113430.5,110525.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,neutral,down, essentially,14422.0,124931.5,110509.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, registered,121421.0,1952.5,-119468.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, loyalty,122703.5,4327.5,-118376.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, Dem,122981.0,5819.5,-117161.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, demonstrations,122729.0,5642.0,-117087.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, Demo,124289.0,7785.5,-116503.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, Party,123348.0,7328.0,-116020.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up,.mac,125606.0,9653.0,-115953.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, Demon,125958.0,10264.0,-115694.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up, demon,118284.5,2692.5,-115592.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,up,legate,123530.5,8290.0,-115240.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down, Human,4778.0,126446.0,121668.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down, what,5483.5,126117.0,120633.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down, human,7552.5,125729.5,118177.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down,raphic,4518.0,121721.5,117203.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down, Technology,7984.5,122128.0,114143.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down,üre,6199.5,120018.5,113819.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down, Imaging,8973.0,122609.5,113636.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down,ざ,12318.5,124467.5,112149.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down, infancy,10665.0,122033.5,111368.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_think,a Democrat,political,control,down,ipo,3608.0,114506.0,110898.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, political,125334.0,3320.5,-122013.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, regardless,121312.0,550.5,-120761.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, Political,122611.0,2586.5,-120024.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, Happy,124014.0,5272.0,-118742.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, electoral,119874.0,4398.0,-115476.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, Republican,126178.0,11359.5,-114818.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up,Political,115611.0,915.0,-114696.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, happy,113643.0,1344.5,-112298.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up,election,116639.0,4398.0,-112241.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,up, irrespective,111887.0,741.0,-111146.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down, monks,5524.5,119660.5,114136.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down,leş,17880.5,124512.0,106631.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down,(Auth,9674.5,113525.5,103851.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down,vasive,12293.0,115985.5,103692.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down,.mean,9963.0,111867.5,101904.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down, childs,15594.0,117010.5,101416.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down, plated,11260.5,110996.0,99735.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down, ún,2814.0,102380.0,99566.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down, discovers,11260.5,110364.5,99104.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,neutral,down, cheating,23322.0,122074.5,98752.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,control,up, political,123775.0,3320.5,-120454.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,control,up,election,120613.5,4398.0,-116215.5
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,control,up, electoral,120580.0,4398.0,-116182.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,control,up,-election,120613.5,5441.5,-115172.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,control,up, Republican,125430.5,11359.5,-114071.0
Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,R-Lla-3B,greatest_self_id_you_think,a Democrat,political,control,up, Political,115847.5,2586.5,-113261.0
